country,year,region,population,life_expectancy,age5_surviving,babies_per_woman,gdp_per_capita,gdp_per_day
Mozambique,1940,Africa,5779561,30.28,59.788,6.61,436,1.193702943
Mozambique,1950,Africa,6313290,31.85,60.767,6.6,445,1.2183436
Mozambique,1951,Africa,6405068,32.26,61.101,6.6,454,1.242984257
Mozambique,1952,Africa,6503106,32.92,61.791,6.6,464,1.270362765
Mozambique,1953,Africa,6607094,33.58,62.513,6.6,473,1.295003422
Mozambique,1954,Africa,6716811,34.25,63.278,6.6,476,1.303216975
Mozambique,1955,Africa,6832115,34.91,64.478,6.6,497,1.360711841
Mozambique,1956,Africa,6952955,35.58,65.639,6.6,492,1.347022587
Mozambique,1957,Africa,7079363,36.23,66.762,6.6,494,1.352498289
Mozambique,1958,Africa,7211446,36.89,67.848,6.6,508,1.3908282
Mozambique,1959,Africa,7349365,37.54,68.899,6.6,526,1.440109514
Mozambique,1960,Africa,7493278,38.17,69.916,6.6,528,1.445585216
Mozambique,1961,Africa,7643290,38.79,70.899,6.6,533,1.45927447
Mozambique,1962,Africa,7799396,39.4,71.85,6.6,559,1.53045859
Mozambique,1963,Africa,7961458,39.98,71.92,6.6,528,1.445585216
Mozambique,1964,Africa,8129268,40.54,72.02,6.6,540,1.478439425
Mozambique,1965,Africa,8302736,41.1,72.11,6.6,542,1.483915127
Mozambique,1966,Africa,8482373,41.66,72.19,6.6,548,1.500342231
Mozambique,1967,Africa,8668529,42.21,72.29,6.6,573,1.568788501
Mozambique,1968,Africa,8860823,42.78,72.38,6.6,623,1.70568104
Mozambique,1969,Africa,9058691,43.37,72.49,6.6,682,1.867214237
Mozambique,1970,Africa,9262078,43.97,72.62,6.59,703,1.924709103
Mozambique,1971,Africa,9468836,44.58,72.73,6.59,734,2.009582478
Mozambique,1972,Africa,9679753,45.21,72.84,6.58,738,2.020533881
Mozambique,1973,Africa,9901052,45.85,73,6.57,759,2.078028747
Mozambique,1974,Africa,10141147,46.46,73.14,6.56,683,1.869952088
Mozambique,1975,Africa,10405000,47.06,73.26,6.55,570,1.560574949
Mozambique,1976,Africa,10693688,47.61,73.4,6.54,527,1.442847365
Mozambique,1977,Africa,11001909,48.1,73.5,6.53,515,1.409993155
Mozambique,1978,Africa,11320103,48.52,73.61,6.52,504,1.379876797
Mozambique,1979,Africa,11635174,48.88,73.69,6.51,496,1.35797399
Mozambique,1980,Africa,11936379,49.17,73.75,6.49,499,1.366187543
Mozambique,1981,Africa,12228508,49.4,73.85,6.47,498,1.363449692
Mozambique,1982,Africa,12511864,49.57,73.96,6.46,477,1.305954825
Mozambique,1983,Africa,12766859,49.72,74.12,6.44,437,1.196440794
Mozambique,1984,Africa,12968335,49.87,74.32,6.42,420,1.149897331
Mozambique,1985,Africa,13102982,50.02,74.59,6.4,379,1.037645448
Mozambique,1986,Africa,13155271,50.21,74.89,6.37,383,1.048596851
Mozambique,1987,Africa,13142516,50.45,75.22,6.35,405,1.108829569
Mozambique,1988,Africa,13124285,50.74,75.55,6.31,441,1.207392197
Mozambique,1989,Africa,13181941,51.08,75.88,6.28,461,1.262149213
Mozambique,1990,Africa,13371971,51.5,76.21,6.24,462,1.264887064
Mozambique,1991,Africa,13719853,51.7,76.59,6.19,473,1.295003422
Mozambique,1992,Africa,14203987,52.1,77.02,6.14,435,1.190965092
Mozambique,1993,Africa,14775877,52.3,77.54,6.09,455,1.245722108
Mozambique,1994,Africa,15363065,52.6,78.15,6.03,468,1.281314168
Mozambique,1995,Africa,15913101,52.7,78.86,5.98,465,1.273100616
Mozambique,1996,Africa,16410777,52.6,79.66,5.93,485,1.327857632
Mozambique,1997,Africa,16872896,52.5,80.54,5.88,520,1.423682409
Mozambique,1998,Africa,17317376,52.6,81.45,5.84,562,1.538672142
Mozambique,1999,Africa,17774066,52.6,82.35,5.81,592,1.620807666
Mozambique,2000,Africa,18264536,52.3,83.2,5.78,583,1.596167009
Mozambique,2001,Africa,18792357,52.8,84,5.76,634,1.735797399
Mozambique,2002,Africa,19348715,52.7,84.73,5.74,671,1.837097878
Mozambique,2003,Africa,19928496,52.9,85.4,5.72,692,1.894592745
Mozambique,2004,Africa,20523159,53,86.03,5.7,732,2.004106776
Mozambique,2005,Africa,21126676,52.9,86.63,5.67,774,2.119096509
Mozambique,2006,Africa,21737860,53,87.2,5.63,801,2.19301848
Mozambique,2007,Africa,22359637,53.2,87.91,5.59,835,2.286105407
Mozambique,2008,Africa,22994867,54,88.56,5.54,864,2.36550308
Mozambique,2009,Africa,23647815,54.4,89.13,5.48,893,2.444900753
Mozambique,2010,Africa,24321457,54.4,89.62,5.41,930,2.546201232
Mozambique,2011,Africa,25016921,54.5,90.11,5.34,974,2.666666667
Mozambique,2012,Africa,25732928,54.5,90.7,5.26,1017,2.784394251
Mozambique,2013,Africa,26467180,54.8,91.28,5.19,1064,2.913073238
Mozambique,2014,Africa,27216276,56.1,91.66,5.11,1115,3.052703628
Mozambique,2015,Africa,27977863,57.1,91.94,5.04,1176,3.219712526
Myanmar,1800,Asia,3506000,30.8,56.687,6.03,840,2.299794661
Myanmar,1810,Asia,3506000,30.8,56.687,6.03,841,2.302532512
Myanmar,1820,Asia,3541573,30.8,56.687,6.03,843,2.308008214
Myanmar,1830,Asia,3643584,30.8,56.687,6.03,844,2.310746064
Myanmar,1840,Asia,3785553,30.8,56.687,6.03,845,2.313483915
Myanmar,1850,Asia,3933130,30.8,56.687,6.03,846,2.316221766
Myanmar,1860,Asia,4096564,30.8,56.687,6.03,848,2.321697467
Myanmar,1870,Asia,4574586,30.8,56.687,6.03,849,2.324435318
Myanmar,1880,Asia,5734636,30.8,56.687,6.03,945,2.587268994
Myanmar,1890,Asia,7618454,30.8,56.687,6.03,1051,2.877481177
Myanmar,1900,Asia,10178295,30.8,56.781,6.03,1170,3.203285421
Myanmar,1910,Asia,12104689,30.8,57.454,6.03,1014,2.776180698
Myanmar,1920,Asia,13279350,30.8,58.466,6.03,1301,3.561943874
Myanmar,1930,Asia,14751220,30.8,59.463,6.03,1696,4.643394935
Myanmar,1940,Asia,16865022,30.8,60.391,6.03,1357,3.715263518
Myanmar,1950,Asia,17527243,33.05,64.196,6.03,842,2.305270363
Myanmar,1951,Asia,17850068,33.8,65.106,6.02,954,2.611909651
Myanmar,1952,Asia,18182312,35.24,65.994,6,963,2.636550308
Myanmar,1953,Asia,18529495,36.53,66.859,5.99,977,2.674880219
Myanmar,1954,Asia,18895417,37.69,67.702,5.99,905,2.477754962
Myanmar,1955,Asia,19282172,38.71,68.523,5.99,1011,2.767967146
Myanmar,1956,Asia,19690046,39.6,69.324,5.99,1064,2.913073238
Myanmar,1957,Asia,20117611,40.36,70.104,6,1112,3.044490075
Myanmar,1958,Asia,20562006,41.03,70.865,6.01,1067,2.92128679
Myanmar,1959,Asia,21019408,41.65,71.606,6.03,1215,3.326488706
Myanmar,1960,Asia,21486424,42.25,72.328,6.05,1238,3.389459274
Myanmar,1961,Asia,21961594,42.9,73.642,6.07,1250,3.422313484
Myanmar,1962,Asia,22446690,43.64,74.894,6.1,1339,3.665982204
Myanmar,1963,Asia,22947286,44.47,76.086,6.12,1356,3.712525667
Myanmar,1964,Asia,23471163,45.4,77.222,6.13,1358,3.718001369
Myanmar,1965,Asia,24023640,46.4,78.303,6.14,1371,3.753593429
Myanmar,1966,Asia,24606863,47.39,79.334,6.13,1292,3.537303217
Myanmar,1967,Asia,25218375,48.31,80.315,6.11,1306,3.575633128
Myanmar,1968,Asia,25853248,49.11,81.25,6.07,1369,3.748117728
Myanmar,1969,Asia,26504247,49.78,81.67,6.02,1401,3.835728953
Myanmar,1970,Asia,27166045,50.31,82.08,5.96,1438,3.937029432
Myanmar,1971,Asia,27836648,50.72,82.48,5.88,1458,3.991786448
Myanmar,1972,Asia,28517289,51.09,82.88,5.79,1441,3.945242984
Myanmar,1973,Asia,29209686,51.44,83.29,5.69,1409,3.857631759
Myanmar,1974,Asia,29916827,51.78,83.68,5.59,1456,3.986310746
Myanmar,1975,Asia,30640635,52.15,84.09,5.49,1490,4.079397673
Myanmar,1976,Asia,31379308,52.54,84.47,5.39,1554,4.254620123
Myanmar,1977,Asia,32130696,52.93,84.88,5.29,1620,4.435318275
Myanmar,1978,Asia,32895739,53.31,85.27,5.19,1700,4.654346338
Myanmar,1979,Asia,33675835,53.69,85.64,5.1,1751,4.793976728
Myanmar,1980,Asia,34470694,54.07,86,5,1864,5.103353867
Myanmar,1981,Asia,35279907,54.44,86.33,4.89,1935,5.297741273
Myanmar,1982,Asia,36098908,54.8,86.66,4.76,2002,5.481177276
Myanmar,1983,Asia,36917980,55.16,86.97,4.62,2050,5.612594114
Myanmar,1984,Asia,37724581,55.52,87.28,4.46,2110,5.776865161
Myanmar,1985,Asia,38508821,55.87,87.57,4.28,2131,5.834360027
Myanmar,1986,Asia,39269143,56.23,87.87,4.09,2072,5.672826831
Myanmar,1987,Asia,40005369,56.58,88.15,3.91,1956,5.35523614
Myanmar,1988,Asia,40711172,56.93,88.44,3.73,1709,4.678986995
Myanmar,1989,Asia,41379635,57.26,88.73,3.57,1749,4.788501027
Myanmar,1990,Asia,42007309,57.6,89.01,3.42,1775,4.859685147
Myanmar,1991,Asia,42588029,57.8,89.3,3.28,1741,4.76659822
Myanmar,1992,Asia,43126260,58.1,89.59,3.16,1784,4.884325804
Myanmar,1993,Asia,43642311,58.4,89.89,3.05,1809,4.952772074
Myanmar,1994,Asia,44164109,58.8,90.18,2.95,1839,5.034907598
Myanmar,1995,Asia,44710931,59,90.46,2.85,1868,5.11430527
Myanmar,1996,Asia,45290888,59.4,90.73,2.76,1895,5.188227242
Myanmar,1997,Asia,45895991,59.7,91,2.68,1919,5.253935661
Myanmar,1998,Asia,46509586,60.1,91.26,2.59,1944,5.32238193
Myanmar,1999,Asia,47106923,60.4,91.52,2.51,1998,5.470225873
Myanmar,2000,Asia,47669791,60.8,91.77,2.43,2069,5.664613279
Myanmar,2001,Asia,48195684,61.3,92.01,2.35,2129,5.828884326
Myanmar,2002,Asia,48689952,61.7,92.25,2.29,2196,6.012320329
Myanmar,2003,Asia,49151958,62.3,92.48,2.23,2276,6.231348392
Myanmar,2004,Asia,49582751,62.8,92.72,2.18,2351,6.436687201
Myanmar,2005,Asia,49984704,63.4,92.95,2.14,2339,6.403832991
Myanmar,2006,Asia,50355559,64,93.19,2.1,2593,7.099247091
Myanmar,2007,Asia,50698814,64.6,93.42,2.08,2846,7.79192334
Myanmar,2008,Asia,51030006,59.4,91.28,2.05,2891,7.915126626
Myanmar,2009,Asia,51369725,65.6,93.86,2.03,2979,8.156057495
Myanmar,2010,Asia,51733013,66,94.07,2,3077,8.424366872
Myanmar,2011,Asia,52125411,66.4,94.28,1.98,3181,8.709103354
Myanmar,2012,Asia,52543841,66.8,94.47,1.96,3346,9.160848734
Myanmar,2013,Asia,52983829,67.2,94.65,1.94,3526,9.653661875
Myanmar,2014,Asia,53437159,67.6,94.83,1.92,3727,10.20396988
Myanmar,2015,Asia,53897154,68,95,1.9,4012,10.98425736
Namibia,1800,Africa,229000,32.4,58.766,5.96,540,1.478439425
Namibia,1810,Africa,229000,32.4,58.766,5.96,541,1.481177276
Namibia,1820,Africa,229000,32.4,58.766,5.96,542,1.483915127
Namibia,1830,Africa,229000,32.4,58.766,5.96,629,1.722108145
Namibia,1840,Africa,229000,32.4,58.766,5.96,730,1.998631075
Namibia,1850,Africa,229000,32.4,58.766,5.96,848,2.321697467
Namibia,1860,Africa,229599,32.4,58.766,5.96,984,2.694045175
Namibia,1870,Africa,230198,32.4,58.766,5.96,1142,3.126625599
Namibia,1880,Africa,230797,32.4,58.766,5.96,1326,3.630390144
Namibia,1890,Africa,231395,32.4,58.766,5.96,1540,4.216290212
Namibia,1900,Africa,231994,32.4,58.856,5.96,1788,4.895277207
Namibia,1910,Africa,232593,32.4,59.496,5.96,2075,5.681040383
Namibia,1920,Africa,232992,32.4,60.46,5.96,2409,6.595482546
Namibia,1930,Africa,274780,32.4,61.498,5.96,2815,7.707049966
Namibia,1940,Africa,330015,32.4,62.696,5.96,3289,9.004791239
Namibia,1950,Africa,485274,40.33,72.046,5.96,3839,10.51060917
Namibia,1951,Africa,494611,40.72,73.736,5.97,3871,10.5982204
Namibia,1952,Africa,504552,41.49,75.323,5.99,3901,10.68035592
Namibia,1953,Africa,515040,42.23,76.815,6.01,3960,10.84188912
Namibia,1954,Africa,526036,42.96,78.217,6.03,4086,11.18685832
Namibia,1955,Africa,537519,43.69,79.534,6.05,4121,11.28268309
Namibia,1956,Africa,549482,44.39,80.771,6.07,4175,11.43052704
Namibia,1957,Africa,561936,45.09,81.933,6.09,4233,11.58932238
Namibia,1958,Africa,574907,45.76,83.026,6.11,4247,11.62765229
Namibia,1959,Africa,588430,46.42,84.052,6.13,4384,12.00273785
Namibia,1960,Africa,602545,47.07,85.016,6.15,4682,12.81861739
Namibia,1961,Africa,617282,47.7,85.96,6.17,4618,12.64339493
Namibia,1962,Africa,632658,48.31,86.845,6.18,5141,14.0752909
Namibia,1963,Africa,648668,48.9,87.674,6.2,5516,15.10198494
Namibia,1964,Africa,665297,49.48,88.451,6.22,6254,17.12251882
Namibia,1965,Africa,682553,50.05,89.179,6.24,6509,17.82067077
Namibia,1966,Africa,700316,50.61,89.861,6.26,6590,18.04243669
Namibia,1967,Africa,718622,51.17,90.5,6.3,6165,16.8788501
Namibia,1968,Africa,737802,51.71,90.44,6.35,6060,16.59137577
Namibia,1969,Africa,758305,52.26,90.39,6.4,6112,16.73374401
Namibia,1970,Africa,780386,52.81,90.34,6.46,5981,16.37508556
Namibia,1971,Africa,804309,53.36,90.28,6.52,5972,16.3504449
Namibia,1972,Africa,829806,53.91,90.22,6.57,6106,16.71731691
Namibia,1973,Africa,855965,54.44,90.16,6.61,6136,16.79945243
Namibia,1974,Africa,881530,54.98,90.11,6.64,6182,16.92539357
Namibia,1975,Africa,905647,55.51,90.06,6.65,6022,16.48733744
Namibia,1976,Africa,928228,56.04,90.01,6.65,6124,16.76659822
Namibia,1977,Africa,949734,56.56,89.99,6.62,6337,17.34976044
Namibia,1978,Africa,970569,57.07,89.99,6.58,6619,18.12183436
Namibia,1979,Africa,991365,57.57,90.03,6.52,6703,18.35181383
Namibia,1980,Africa,1012761,58.06,90.13,6.45,6824,18.68309377
Namibia,1981,Africa,1034446,58.54,90.29,6.36,6933,18.98151951
Namibia,1982,Africa,1056758,59.01,90.51,6.26,6871,18.81177276
Namibia,1983,Africa,1081740,59.45,90.77,6.15,6491,17.77138946
Namibia,1984,Africa,1112044,59.87,91.08,6.02,6219,17.02669405
Namibia,1985,Africa,1149389,60.27,91.42,5.89,6069,16.61601643
Namibia,1986,Africa,1194769,60.65,91.76,5.76,6077,16.63791923
Namibia,1987,Africa,1247186,61,92.09,5.63,6072,16.62422998
Namibia,1988,Africa,1303879,61.3,92.4,5.49,5961,16.32032854
Namibia,1989,Africa,1360921,61.54,92.7,5.36,6120,16.75564682
Namibia,1990,Africa,1415447,61.7,92.96,5.23,5717,15.65229295
Namibia,1991,Africa,1466152,61.9,93.19,5.1,5970,16.3449692
Namibia,1992,Africa,1513689,62,93.37,4.97,6198,16.96919918
Namibia,1993,Africa,1559480,62,93.48,4.84,5921,16.21081451
Namibia,1994,Africa,1605828,61.5,93.51,4.72,5850,16.0164271
Namibia,1995,Africa,1654214,60.5,93.48,4.59,5900,16.15331964
Namibia,1996,Africa,1705349,59.3,93.4,4.47,5906,16.16974675
Namibia,1997,Africa,1758097,58.1,93.27,4.35,5971,16.34770705
Namibia,1998,Africa,1809920,56.7,93.13,4.24,5991,16.40246407
Namibia,1999,Africa,1857320,55.4,92.99,4.13,6035,16.5229295
Namibia,2000,Africa,1897953,54,92.86,4.03,6111,16.73100616
Namibia,2001,Africa,1931005,53.4,92.79,3.94,6076,16.63518138
Namibia,2002,Africa,1957749,52.7,92.76,3.85,6279,17.19096509
Namibia,2003,Africa,1980531,52.4,92.76,3.76,6470,17.71389459
Namibia,2004,Africa,2002745,52.5,92.83,3.67,7184,19.66872005
Namibia,2005,Africa,2027026,53.1,92.93,3.59,7279,19.92881588
Namibia,2006,Africa,2053915,54.9,93.13,3.51,7696,21.07049966
Namibia,2007,Africa,2083174,57.5,93.48,3.44,8095,22.16290212
Namibia,2008,Africa,2115703,59.1,93.78,3.36,8169,22.36550308
Namibia,2009,Africa,2152357,60.3,94.14,3.3,8090,22.14921287
Namibia,2010,Africa,2193643,61.4,94.46,3.23,8433,23.08829569
Namibia,2011,Africa,2240161,62.6,94.64,3.17,8715,23.86036961
Namibia,2012,Africa,2291645,63.6,94.81,3.11,8995,24.62696783
Namibia,2013,Africa,2346592,63.9,95.05,3.05,9275,25.39356605
Namibia,2014,Africa,2402858,64.1,95.23,3,9506,26.02600958
Namibia,2015,Africa,2458830,64.2,95.33,2.95,10040,27.4880219
Nepal,1800,Asia,3881000,32.8,59.276,6.15,654,1.790554415
Nepal,1810,Asia,3881000,32.8,59.276,6.15,655,1.793292266
Nepal,1820,Asia,3920333,32.8,59.276,6.15,656,1.796030116
Nepal,1830,Asia,4033123,32.8,59.276,6.15,657,1.798767967
Nepal,1840,Asia,4190089,32.8,59.276,6.15,658,1.801505818
Nepal,1850,Asia,4353245,32.8,59.276,6.15,659,1.804243669
Nepal,1860,Asia,4542078,32.8,59.276,6.15,660,1.80698152
Nepal,1870,Asia,4754129,32.8,59.276,6.15,661,1.80971937
Nepal,1880,Asia,5003138,32.8,59.276,6.15,711,1.94661191
Nepal,1890,Asia,5256924,32.8,59.276,6.15,764,2.091718001
Nepal,1900,Asia,5419483,32.8,59.364,6.15,822,2.250513347
Nepal,1910,Asia,5696204,32.8,59.997,6.15,883,2.417522245
Nepal,1920,Asia,6228667,32.8,61.044,6.15,892,2.442162902
Nepal,1930,Asia,6899013,32.8,62.092,6.12,864,2.36550308
Nepal,1940,Asia,7641505,32.8,63.135,6.06,836,2.288843258
Nepal,1950,Asia,8483321,35.26,65.94,5.99,808,2.212183436
Nepal,1951,Asia,8657577,35.53,66.01,5.99,822,2.250513347
Nepal,1952,Asia,8823022,36,66.07,5.99,840,2.299794661
Nepal,1953,Asia,8982216,36.48,66.14,5.99,881,2.412046543
Nepal,1954,Asia,9137336,36.96,66.22,5.99,889,2.43394935
Nepal,1955,Asia,9290174,37.43,66.33,5.99,896,2.453114305
Nepal,1956,Asia,9442123,37.9,66.42,5.99,925,2.532511978
Nepal,1957,Asia,9594192,38.38,66.57,5.99,914,2.502395619
Nepal,1958,Asia,9747060,38.85,66.71,5.99,954,2.611909651
Nepal,1959,Asia,9901161,39.32,66.96,5.99,968,2.650239562
Nepal,1960,Asia,10056945,39.8,67.29,5.99,976,2.672142368
Nepal,1961,Asia,10215153,40.26,67.7,5.99,984,2.694045175
Nepal,1962,Asia,10377061,40.74,68.19,6,991,2.71321013
Nepal,1963,Asia,10544586,41.21,68.74,6,997,2.729637235
Nepal,1964,Asia,10719988,41.67,69.35,6,1002,2.743326489
Nepal,1965,Asia,10905006,42.14,70,6,1007,2.757015743
Nepal,1966,Asia,11100672,42.6,70.69,6,1057,2.893908282
Nepal,1967,Asia,11307139,43.05,71.37,5.99,1020,2.792607803
Nepal,1968,Asia,11524132,43.51,72.02,5.99,1007,2.757015743
Nepal,1969,Asia,11750914,43.97,72.64,5.98,1031,2.822724162
Nepal,1970,Asia,11986974,44.43,73.24,5.97,1036,2.836413415
Nepal,1971,Asia,12232454,44.91,73.82,5.96,1002,2.743326489
Nepal,1972,Asia,12487785,45.41,74.38,5.95,1010,2.765229295
Nepal,1973,Asia,12753028,45.92,74.92,5.93,982,2.688569473
Nepal,1974,Asia,13028248,46.47,75.47,5.91,1019,2.789869952
Nepal,1975,Asia,13313487,47.05,76.02,5.89,1009,2.762491444
Nepal,1976,Asia,13608670,47.64,76.58,5.87,1027,2.811772758
Nepal,1977,Asia,13913775,48.28,77.17,5.85,1031,2.822724162
Nepal,1978,Asia,14228941,48.94,77.78,5.82,1049,2.872005476
Nepal,1979,Asia,14554356,49.63,78.42,5.8,1045,2.861054073
Nepal,1980,Asia,14890080,50.32,79.06,5.76,994,2.721423682
Nepal,1981,Asia,15237302,51.06,79.71,5.72,967,2.647501711
Nepal,1982,Asia,15596012,51.81,80.37,5.68,1059,2.899383984
Nepal,1983,Asia,15963746,52.57,81.02,5.63,1000,2.737850787
Nepal,1984,Asia,16337117,53.36,81.68,5.57,1068,2.924024641
Nepal,1985,Asia,16714335,54.17,82.35,5.51,1104,3.022587269
Nepal,1986,Asia,17091959,54.98,83.05,5.44,1120,3.066392882
Nepal,1987,Asia,17472138,55.83,83.77,5.38,1134,3.104722793
Nepal,1988,Asia,17865238,56.68,84.49,5.31,1190,3.258042437
Nepal,1989,Asia,18285434,57.53,85.21,5.24,1186,3.247091034
Nepal,1990,Asia,18741688,58.4,85.93,5.17,1240,3.394934976
Nepal,1991,Asia,19237322,59.1,86.64,5.09,1287,3.523613963
Nepal,1992,Asia,19765570,60,87.33,5,1306,3.575633128
Nepal,1993,Asia,20312687,60.2,88,4.91,1321,3.61670089
Nepal,1994,Asia,20859421,61,88.63,4.82,1393,3.813826146
Nepal,1995,Asia,21390905,61.7,89.23,4.71,1405,3.846680356
Nepal,1996,Asia,21902534,62.5,89.82,4.6,1443,3.950718686
Nepal,1997,Asia,22395247,63.4,90.37,4.47,1478,4.046543463
Nepal,1998,Asia,22866496,63.9,90.92,4.34,1487,4.07118412
Nepal,1999,Asia,23315053,64.6,91.44,4.21,1517,4.153319644
Nepal,2000,Asia,23740145,65.2,91.94,4.07,1577,4.317590691
Nepal,2001,Asia,24140941,65.9,92.41,3.92,1619,4.432580424
Nepal,2002,Asia,24516969,65.9,92.85,3.78,1591,4.355920602
Nepal,2003,Asia,24868900,66.8,93.26,3.63,1626,4.45174538
Nepal,2004,Asia,25198130,67,93.65,3.49,1675,4.585900068
Nepal,2005,Asia,25506847,67.4,94,3.34,1708,4.676249144
Nepal,2006,Asia,25794344,67.8,94.34,3.19,1741,4.76659822
Nepal,2007,Asia,26063619,68.1,94.64,3.05,1779,4.87063655
Nepal,2008,Asia,26325183,68.4,94.93,2.9,1866,5.108829569
Nepal,2009,Asia,26592666,68.7,95.2,2.76,1929,5.281314168
Nepal,2010,Asia,26875910,69,95.46,2.62,1999,5.472963723
Nepal,2011,Asia,27179237,69.3,95.69,2.5,2044,5.596167009
Nepal,2012,Asia,27500515,69.7,95.91,2.39,2118,5.798767967
Nepal,2013,Asia,27834981,69.9,96.1,2.3,2173,5.94934976
Nepal,2014,Asia,28174724,70.2,96.26,2.23,2265,6.201232033
Nepal,2015,Asia,28513700,69.7,96.42,2.18,2352,6.439425051
Netherlands,1800,Europe,2254522,39.86,67.65,5.11,4235,11.59479808
Netherlands,1810,Europe,2293548,39.86,67.65,5.11,3927,10.75154004
Netherlands,1820,Europe,2407847,39.86,67.65,5.11,3900,10.67761807
Netherlands,1830,Europe,2619333,39.86,67.65,5.11,3867,10.58726899
Netherlands,1840,Europe,2880190,39.86,73.317,5.11,4534,12.41341547
Netherlands,1850,Europe,3122714,39.86,70.633,4.89,4647,12.72279261
Netherlands,1860,Europe,3342346,36.91,68.252,4.75,4642,12.70910335
Netherlands,1870,Europe,3622598,37.34,67.238,5.12,5262,14.40657084
Netherlands,1880,Europe,4024595,40.39,68.577,5.35,5500,15.05817933
Netherlands,1890,Europe,4529873,44.4,74.083,5.07,5895,16.13963039
Netherlands,1900,Europe,5153030,48.4,77.87,4.45,6063,16.59958932
Netherlands,1910,Europe,5915422,55.14,83.864,3.94,6793,18.5982204
Netherlands,1920,Europe,6846453,57.84,87.617,3.89,6652,18.21218344
Netherlands,1930,Europe,7875051,64.73,92.971,3.03,9140,25.02395619
Netherlands,1940,Europe,8860722,65.4,94.794,2.67,7840,21.46475017
Netherlands,1950,Europe,10027047,71.44,96.81,3.1,9516,26.05338809
Netherlands,1951,Europe,10148714,71.5,96.96,3.05,9593,26.2642026
Netherlands,1952,Europe,10275701,72.12,97.1,3.09,9639,26.39014374
Netherlands,1953,Europe,10407107,71.7,97.24,3.03,10340,28.30937714
Netherlands,1954,Europe,10542244,72.39,97.37,3.03,10930,29.9247091
Netherlands,1955,Europe,10680632,72.51,97.49,3.03,11566,31.6659822
Netherlands,1956,Europe,10822018,72.52,97.6,3.05,11939,32.68720055
Netherlands,1957,Europe,10966358,72.97,97.69,3.08,12151,33.26762491
Netherlands,1958,Europe,11113776,73.13,97.78,3.11,11859,32.46817248
Netherlands,1959,Europe,11264501,73.17,97.85,3.17,12256,33.55509925
Netherlands,1960,Europe,11418652,73.35,97.92,3.12,13223,36.20260096
Netherlands,1961,Europe,11576024,73.54,97.97,3.22,13448,36.81861739
Netherlands,1962,Europe,11735896,73.21,98.03,3.18,13854,37.9301848
Netherlands,1963,Europe,11896942,73.33,98.07,3.19,14148,38.73511294
Netherlands,1964,Europe,12057475,73.71,98.12,3.17,15204,41.62628337
Netherlands,1965,Europe,12216122,73.58,98.17,3.04,15834,43.35112936
Netherlands,1966,Europe,12372136,73.52,98.21,2.9,16109,44.10403833
Netherlands,1967,Europe,12525253,73.79,98.26,2.81,16824,46.06160164
Netherlands,1968,Europe,12675176,73.6,98.31,2.72,17827,48.80766598
Netherlands,1969,Europe,12821786,73.51,98.36,2.75,18892,51.72347707
Netherlands,1970,Europe,12964880,73.57,98.42,2.57,19800,54.20944559
Netherlands,1971,Europe,13104216,73.81,98.47,2.36,20555,56.27652293
Netherlands,1972,Europe,13239283,73.72,98.53,2.15,21024,57.56057495
Netherlands,1973,Europe,13369326,74.17,98.59,1.9,22010,60.26009582
Netherlands,1974,Europe,13493460,74.56,98.64,1.77,22873,62.62286105
Netherlands,1975,Europe,13611064,74.49,98.69,1.66,22849,62.55715264
Netherlands,1976,Europe,13722272,74.61,98.74,1.63,23837,65.26214921
Netherlands,1977,Europe,13827329,75.2,98.79,1.58,24436,66.90212183
Netherlands,1978,Europe,13925970,75.11,98.84,1.58,25044,68.56673511
Netherlands,1979,Europe,14017909,75.59,98.88,1.56,25473,69.7412731
Netherlands,1980,Europe,14103279,75.72,98.91,1.6,25857,70.7926078
Netherlands,1981,Europe,14181967,75.93,98.94,1.56,25704,70.37371663
Netherlands,1982,Europe,14255051,76.01,98.96,1.5,25403,69.54962355
Netherlands,1983,Europe,14325363,76.21,98.98,1.47,25919,70.96235455
Netherlands,1984,Europe,14396606,76.28,99.01,1.49,26781,73.32238193
Netherlands,1985,Europe,14471591,76.34,99.03,1.51,27544,75.41136208
Netherlands,1986,Europe,14551065,76.31,99.05,1.55,28417,77.80150582
Netherlands,1987,Europe,14634787,76.78,99.08,1.56,28937,79.22518823
Netherlands,1988,Europe,14723266,76.98,99.11,1.55,29915,81.9028063
Netherlands,1989,Europe,14816751,76.82,99.14,1.55,31240,85.53045859
Netherlands,1990,Europe,14915139,77,99.17,1.62,32534,89.07323751
Netherlands,1991,Europe,15019184,77.2,99.2,1.61,33066,90.52977413
Netherlands,1992,Europe,15128288,77.3,99.23,1.59,33377,91.38124572
Netherlands,1993,Europe,15239262,77.2,99.26,1.57,33562,91.88774812
Netherlands,1994,Europe,15347792,77.5,99.29,1.57,34348,94.03969884
Netherlands,1995,Europe,15450803,77.6,99.31,1.53,35244,96.49281314
Netherlands,1996,Europe,15546647,77.6,99.33,1.53,36152,98.97878166
Netherlands,1997,Europe,15636131,77.9,99.35,1.56,37414,102.4339493
Netherlands,1998,Europe,15721627,78.1,99.36,1.63,38816,106.2724162
Netherlands,1999,Europe,15806771,78,99.37,1.65,40306,110.3518138
Netherlands,2000,Europe,15894016,78.1,99.38,1.72,41771,114.3627652
Netherlands,2001,Europe,15984365,78.3,99.39,1.71,42130,115.3456537
